TITLE,ARTIST,PLAYLIST,PLAYLIST ID,RELEASE,BPM,ENERGY,DANCE,LOUD,VALENCE,LENGTH,ACOUSTIC,POP.
주사위,E SENS,recycled metal,3,2015,165,91,50,-6,67,3.62,5,0
A-G-E,E SENS,recycled metal,3,2015,96,88,77,-5,47,3.42,9,0
삐끗,E SENS,recycled metal,3,2015,77,74,45,-6,52,4.45,2,0
The Queen Is Dead - 2011 Remaster,The Smiths,recycled metal,3,1986,140,90,51,-6,61,6.45,0,52
Stylo (feat. Mos Def and Bobby Womack),Gorillaz,recycled metal,3,2010,100,75,69,-6,85,4.52,1,65
BagBak,Vince Staples,recycled metal,3,2017,82,83,76,-5,92,2.68,5,57
Yeah Right,Vince Staples,recycled metal,3,2017,118,47,73,-9,28,3.15,2,56
Big Fish,Vince Staples,recycled metal,3,2017,100,55,90,-6,76,3.30,48,61
Party People,Vince Staples,recycled metal,3,2017,115,56,54,-7,11,2.98,0,45
Love Can Be...,Vince Staples,recycled metal,3,2017,124,63,69,-7,34,2.98,2,43
Homage,Vince Staples,recycled metal,3,2017,147,60,79,-5,51,2.88,1,42
Bird on the Wing,Sungazer,recycled metal,3,2019,108,69,71,-10,63,3.95,13,36
Drunk,Sungazer,recycled metal,3,2019,106,84,35,-7,41,3.45,1,43
3500 (feat. Future & 2 Chainz),Travis Scott,recycled metal,3,2015,124,60,77,-6,34,7.70,11,68
Piss On Your Grave (feat. Kanye West),Travis Scott,recycled metal,3,2015,117,54,55,-6,16,2.77,1,56
PRONE!,JPEGMAFIA,recycled metal,3,2019,110,91,49,-4,31,2.70,0,42
All My Heroes Are Cornballs,JPEGMAFIA,recycled metal,3,2019,105,70,59,-4,61,3.40,19,45
Beta Male Strategies,JPEGMAFIA,recycled metal,3,2019,120,58,57,-7,21,3.30,48,48
Dollars and Cents,Radiohead,recycled metal,3,2001,138,56,33,-7,9,4.87,40,0
I Might Be Wrong,Radiohead,recycled metal,3,2001,103,74,60,-8,51,4.90,26,0
Ready to Die - 2006 Remaster,The Notorious B.I.G.,recycled metal,3,1994,85,83,73,-6,50,4.42,6,59
Gimme the Loot - 2005 Remaster,The Notorious B.I.G.,recycled metal,3,1994,94,66,72,-8,68,4.77,9,67
Juicy - 2005 Remaster,The Notorious B.I.G.,recycled metal,3,1994,96,82,89,-5,78,5.05,47,77
Tiny Cities Made Of Ashes,Modest Mouse,recycled metal,3,2000,123,81,73,-5,83,3.23,1,43
A Different City,Modest Mouse,recycled metal,3,2000,140,71,41,-6,71,2.90,2,38
Crumbling Castle,King Gizzard & The Lizard Wizard,recycled metal,3,2017,98,73,36,-7,58,10.73,15,40
The Fourth Colour,King Gizzard & The Lizard Wizard,recycled metal,3,2017,131,64,28,-10,8,6.20,4,35
The Show,clipping.,recycled metal,3,2019,113,53,61,-10,53,3.08,24,0
Story 7,clipping.,recycled metal,3,2019,139,62,78,-9,51,3.67,4,0
Attunement,clipping.,recycled metal,3,2019,103,81,36,-8,31,4.78,1,0
Blood of the Fang,clipping.,recycled metal,3,2019,142,94,77,-6,45,4.67,8,0
Cup Fulla Beetlejuice,Lil Ugly Mane,recycled metal,3,2012,140,72,47,-6,39,3.50,0,35
Check the Lock,clipping.,recycled metal,3,2020,101,69,82,-8,38,3.62,10,44
Enlacing,clipping.,recycled metal,3,2020,130,55,56,-9,10,4.72,2,39
96 Neve Campbell,clipping.,recycled metal,3,2020,99,61,76,-8,44,3.35,5,44
Say the Name,clipping.,recycled metal,3,2020,85,43,46,-9,4,5.00,17,50
Eaten Alive,clipping.,recycled metal,3,2020,146,87,56,-8,31,5.68,65,30
edge - Triangle-mix,Perfume,recycled metal,3,1905,127,98,64,-2,60,8.72,0,26
1000 Deaths,D'Angelo,recycled metal,3,2014,87,81,64,-9,64,5.83,1,39
Straight In At 101,Los Campesinos!,recycled metal,3,2010,177,95,22,-4,50,3.92,6,43
...While You're Alive,Jeff Rosenstock,recycled metal,3,2016,129,78,40,-5,62,1.90,9,35
To Be a Ghost...,Jeff Rosenstock,recycled metal,3,2016,115,48,53,-7,12,4.03,24,37
Rainbow,Jeff Rosenstock,recycled metal,3,2016,108,99,57,-4,43,1.52,2,35
Phoenix in Flames,Converge,recycled metal,3,1905,48,99,31,-5,6,0.70,0,29
Phoenix in Flight,Converge,recycled metal,3,1905,119,81,21,-6,11,3.82,0,31
Hard Feelings/Loveless,Lorde,recycled metal,3,2017,97,45,49,-11,18,6.12,3,64
Kimchi,The Koreatown Oddity,recycled metal,3,2020,79,70,39,-7,60,2.82,66,0
Little Dominiques Nosebleed Part 2,The Koreatown Oddity,recycled metal,3,2020,176,88,36,-6,73,2.40,78,0
Baltech's Lament,The Lord Weird Slough Feg,recycled metal,3,2013,97,59,44,-6,32,4.22,3,8
Policia,Jean Dawson,recycled metal,3,2020,164,96,43,-4,24,2.42,10,38
Poster Child,Jean Dawson,recycled metal,3,2020,107,64,59,-6,61,1.57,63,35
Sit Down. Stand Up,Radiohead,recycled metal,3,2003,161,56,48,-7,52,4.33,2,48
2 + 2 = 5,Radiohead,recycled metal,3,2003,150,72,44,-5,39,3.32,18,58
A Million Miles Away,Rory Gallagher,recycled metal,3,1973,136,65,50,-10,61,6.93,1,54
Tattoo'd Lady,Rory Gallagher,recycled metal,3,1973,122,80,56,-9,72,4.67,9,43
Livin' Like A Trucker,Rory Gallagher,recycled metal,3,1973,127,71,43,-9,69,4.35,1,23
I See It Too,Brave Little Abacus,recycled metal,3,2020,85,53,18,-11,9,9.83,21,28
A Map of the Stars,Brave Little Abacus,recycled metal,3,2020,84,69,26,-9,67,3.88,5,30
Underground,Brave Little Abacus,recycled metal,3,2020,148,67,26,-9,28,8.58,7,24
혀,PANIC,recycled metal,3,1996,100,82,61,-5,60,4.48,10,4
벌레,PANIC,recycled metal,3,1996,100,92,75,-6,71,4.05,6,4
Super Stupid,Funkadelic,recycled metal,3,1971,99,92,26,-9,28,4.02,0,41
Brooklyn's Finest,JAY-Z,recycled metal,3,1996,190,72,50,-9,74,4.60,14,56
Lake of Fire,Meat Puppets,recycled metal,3,1905,128,64,49,-9,66,1.95,30,42
"Oh, Me",Meat Puppets,recycled metal,3,1905,130,31,58,-12,36,3.03,17,38
The Sad Skinhead - 2006 Digital Remaster,Faust,recycled metal,3,2006,133,79,74,-10,73,2.62,14,31
Krautrock - 2006 Digital Remaster,Faust,recycled metal,3,2006,122,68,42,-11,49,11.82,42,24
Lauft...Heisst Das Es Lauft Oder Es Kommt Bald..Lauft - 2006 Digital Remaster,Faust,recycled metal,3,2006,95,27,45,-18,6,8.13,58,31
Alter,Afro Kolektyw,recycled metal,3,2006,90,88,64,-6,52,4.88,34,5
Trener Szewczyk,Afro Kolektyw,recycled metal,3,2006,96,76,83,-4,84,3.83,50,13
Let It Slide,O.C.,recycled metal,3,1905,88,70,70,-11,83,4.40,5,0
Blinding Lights,The Weeknd,recycled metal,3,2020,171,73,51,-6,33,3.33,0,93
Everything Is Everything,Ms. Lauryn Hill,recycled metal,3,1998,95,71,82,-8,85,4.88,42,59
Dla taty,Lenny Valentino,recycled metal,3,1905,52,40,28,-7,4,2.82,17,18
Zniszczyłaś to czy zniszczyłem to ja,Lenny Valentino,recycled metal,3,1905,133,74,59,-7,14,3.60,26,22
Ugly and Vengeful,Anna von Hausswolff,recycled metal,3,2018,130,46,17,-10,4,16.28,0,32
Made-Up Dreams,Built To Spill,recycled metal,3,1997,146,62,30,-8,25,4.87,1,34
Out of Site,Built To Spill,recycled metal,3,1997,81,63,24,-9,47,5.60,0,30
Randy Described Eternity,Built To Spill,recycled metal,3,1997,95,56,34,-10,42,6.08,0,38
Frank Lucas (feat. Benny the Butcher),Freddie Gibbs,recycled metal,3,2020,70,62,49,-11,31,4.70,23,55
Processed By The Boys,Protomartyr,recycled metal,3,2020,83,82,46,-5,14,5.10,0,43
Intellectual Bean-Spill,Kevin & the Bikes,recycled metal,3,2020,175,71,46,-9,49,3.35,3,11
The Valley of The Pagans (feat. Beck),Gorillaz,recycled metal,3,2020,130,86,75,-6,94,3.02,8,64
Spirit of Suzie,BbyMutha,recycled metal,3,2020,151,83,56,-7,67,3.02,33,20
Heavy Metal,BbyMutha,recycled metal,3,2020,130,82,80,-7,71,2.98,12,21
Roaches Don't Die,BbyMutha,recycled metal,3,2020,147,70,67,-9,44,4.42,1,26
Sugar Pills,I DONT KNOW HOW BUT THEY FOUND ME,recycled metal,3,2020,122,85,63,-4,81,3.12,0,53
Clusterhug,I DONT KNOW HOW BUT THEY FOUND ME,recycled metal,3,2020,122,84,48,-4,23,3.20,0,52
Razzmatazz,I DONT KNOW HOW BUT THEY FOUND ME,recycled metal,3,2020,155,68,40,-5,47,4.32,1,56
Bottle Black Power Buy the Business,Chris Keys,recycled metal,3,2020,81,98,73,-6,84,2.90,4,24
Shook,Tkay Maidza,recycled metal,3,2020,106,79,90,-5,61,2.72,5,34
Arkansas,Chris Stapleton,recycled metal,3,2020,82,95,48,-5,83,2.97,1,64
Hillbilly Blood,Chris Stapleton,recycled metal,3,2020,149,58,55,-9,48,4.08,4,58
Sleeper Car,Aesop Rock,recycled metal,3,2020,85,81,64,-6,48,3.70,2,7
Holy Waterfall,Aesop Rock,recycled metal,3,2020,93,87,74,-7,34,3.80,1,9
Pizza Alley,Aesop Rock,recycled metal,3,2020,80,81,40,-8,57,4.60,6,10
Marble Cake,Aesop Rock,recycled metal,3,2020,172,82,36,-8,36,4.27,0,7
Carousel,Haken,recycled metal,3,2020,100,90,44,-6,28,10.50,0,29
***BNB,Jeff Rosenstock,recycled metal,3,2020,129,87,53,-5,61,3.52,1,37
WARP,tricot,recycled metal,3,2020,121,89,37,-4,82,3.40,0,34
Altaïr Descends,Kairon; IRSE!,recycled metal,3,2020,136,57,15,-5,6,6.68,1,12
An Bat None,Kairon; IRSE!,recycled metal,3,2020,103,79,34,-7,10,6.07,0,27
Retrograde,Kairon; IRSE!,recycled metal,3,2020,190,95,26,-8,35,5.72,0,15
Gang for a Day,Moor Mother,recycled metal,3,2020,112,67,45,-8,46,3.28,45,25
Chimney,Moor Mother,recycled metal,3,2020,135,63,44,-9,50,3.98,40,25
Rock Cried,Moor Mother,recycled metal,3,2020,81,79,41,-8,36,2.48,36,22
Poo,Crywank,recycled metal,3,2020,81,49,46,-7,68,0.50,1,0
Kill V. Maim,Grimes,recycled metal,3,2015,134,95,58,-2,46,4.10,1,67
Venus Fly,Grimes,recycled metal,3,2015,128,74,62,-7,25,3.77,0,55
Bear,The Antlers,recycled metal,3,2009,81,52,25,-9,35,3.90,42,42
"Athens, France","Black Country, New Road",recycled metal,3,2021,97,44,37,-11,10,6.38,1,50
I've Been Waitin' For Tomorrow (All Of My Life),The The,recycled metal,3,1905,167,93,58,-12,93,5.73,2,33
I've Been Waitin' For Tomorrow (All Of My Life),The The,recycled metal,3,1983,167,100,57,-3,87,5.75,3,24
Extracurricular,At The Drive In,recycled metal,3,1905,97,89,31,-4,47,4.00,0,27
WOT,slowthai,recycled metal,3,2021,142,62,72,-7,11,0.80,0,48
CANCELLED (feat. Skepta),slowthai,recycled metal,3,2021,140,66,76,-7,37,2.32,31,57
45 SMOKE,slowthai,recycled metal,3,2021,132,70,63,-7,9,1.97,1,51
Spoiled little brat,underscores,recycled metal,3,2021,172,83,50,-5,42,3.33,24,53
Your favorite sidekick,underscores,recycled metal,3,2021,90,66,78,-5,76,2.52,28,50
Job's Lament,Godspeed You! Black Emperor,recycled metal,3,2021,91,33,20,-11,4,8.03,47,11
“GOVERNMENT CAME” (9980.0kHz 3617.1kHz 4521.0 kHz),Godspeed You! Black Emperor,recycled metal,3,2021,79,54,9,-12,14,11.60,44,5
First of the Last Glaciers,Godspeed You! Black Emperor,recycled metal,3,2021,133,53,16,-10,16,6.00,68,8
DON'T SHOOT UP THE PARTY,BROCKHAMPTON,recycled metal,3,2021,96,66,72,-4,52,3.12,12,57
BUZZCUT (feat. Danny Brown),BROCKHAMPTON,recycled metal,3,2021,92,76,72,-6,25,3.35,8,56
THE LIGHT,BROCKHAMPTON,recycled metal,3,2021,86,78,43,-8,62,3.72,6,50
Bad Bad Things,AJJ,recycled metal,3,2007,81,65,53,-6,80,2.00,26,57
Aubergine,Armand Hammer,recycled metal,3,2021,89,71,47,-11,43,3.28,46,37
Indian Summer,Armand Hammer,recycled metal,3,2021,63,57,41,-8,16,2.67,8,39
Chondromalacia Patella,black midi,recycled metal,3,2021,86,53,41,-10,53,4.82,3,46
Slow,black midi,recycled metal,3,2021,150,56,47,-10,24,5.62,2,45
Life,PSY,recycled metal,3,2005,100,87,85,-5,87,4.48,2,13
Field,Asian Glow,recycled metal,3,2021,90,59,44,-9,25,4.87,5,1
L'Via L'Viaquez,The Mars Volta,recycled metal,3,2005,175,82,34,-6,57,12.37,4,46
Cassandra Gemini: Con Safo,The Mars Volta,recycled metal,3,2005,182,98,14,-3,12,3.80,1,31
G.S.K.,Squid,recycled metal,3,2021,169,83,47,-7,75,3.18,3,50
Peel St.,Squid,recycled metal,3,2021,132,91,40,-8,20,4.87,0,38
Squabble,RXKNephew,recycled metal,3,2021,87,79,42,-7,37,3.48,10,30
Sayin Shit,RXKNephew,recycled metal,3,2021,82,70,69,-6,59,2.22,14,21
Wall Street Cars,RXKNephew,recycled metal,3,2021,144,76,64,-6,47,2.25,1,17
Bbyreaper,BbyMutha,recycled metal,3,2021,145,75,67,-7,34,2.07,10,22
953,black midi,recycled metal,3,2019,124,91,27,-5,25,5.35,0,45
Speedway,black midi,recycled metal,3,2019,128,62,63,-10,28,3.30,0,40
Opposite Lanes,Lil Ugly Mane,recycled metal,3,2015,80,83,32,-5,20,3.88,11,32
Leonard's Lake,Lil Ugly Mane,recycled metal,3,2015,105,80,34,-7,28,3.85,7,34
IF THE POISON WON'T TAKE YOU MY DOGS WILL,Lingua Ignota,hot garbage,4,2019,131,30,21,-9,8,6.52,31,29
To Be Kind,Swans,hot garbage,4,2014,64,30,6,-9,4,8.38,38,22
MAY FAILURE BE YOUR NOOSE,Lingua Ignota,hot garbage,4,2019,132,42,28,-8,14,4.55,47,36
Less Sex,Daughters,hot garbage,4,2018,98,49,57,-10,54,4.80,1,37
"Blockbuster Night, Pt. 1",Run The Jewels,hot garbage,4,2014,76,53,70,-8,39,2.53,4,27
Jogging,Richard Dawson,hot garbage,4,2019,110,54,74,-9,31,6.63,2,32
Sick & Panic,Macintosh Plus,hot garbage,4,2019,150,55,57,-5,44,12.55,9,30
Elephant,Tame Impala,hot garbage,4,2012,123,55,60,-7,53,3.52,56,72
On the Run,Pink Floyd,hot garbage,4,1973,165,56,39,-21,13,3.75,65,62
93 Ave. Blues,Swans,hot garbage,4,2012,126,57,19,-9,5,5.37,10,18
Rest Stop,Kero Kero Bonito,hot garbage,4,2018,99,57,71,-8,5,3.38,30,34
Oh My Darling Don't Cry,Run The Jewels,hot garbage,4,2014,150,59,67,-7,28,3.42,2,22
A Piece of the Sky,Swans,hot garbage,4,2012,109,59,23,-10,4,19.17,21,21
Day of the Lords - 2007 Remaster,Joy Division,hot garbage,4,1979,124,60,32,-8,11,4.80,0,0
China Steps,Women,hot garbage,4,2010,120,61,74,-8,22,4.37,52,1
Dead Dog in an Alleyway,Richard Dawson,hot garbage,4,2019,157,62,40,-6,69,5.50,10,24
If I'd Known,Kero Kero Bonito,hot garbage,4,2018,101,62,74,-5,87,2.73,31,35
Don't Go Outside,Poppy,hot garbage,4,2020,123,62,29,-6,5,6.10,43,44
In Limbo,Radiohead,hot garbage,4,2000,90,63,38,-11,50,3.52,67,0
Screen Shot,Swans,hot garbage,4,2014,142,64,44,-10,44,8.08,14,39
The Seer Returns,Swans,hot garbage,4,2012,75,65,38,-9,18,6.30,31,23
Gimme Summn,TNGHT,hot garbage,4,2019,110,67,93,-6,6,3.80,24,29
Orion (Remastered),Metallica,hot garbage,4,1986,128,67,37,-10,38,8.45,0,44
Trail Of The Smiling Sphinx,Matana Roberts,hot garbage,4,2019,120,68,36,-8,37,9.72,51,0
Scientist,Richard Dawson,hot garbage,4,2017,125,68,45,-7,41,4.80,26,22
Monster,Kanye West,hot garbage,4,2010,125,69,63,-6,10,6.32,0,73
DDFH,Run The Jewels,hot garbage,4,2013,91,70,70,-8,44,3.08,10,45
If You Know You Know,Pusha T,hot garbage,4,2018,153,70,46,-6,70,3.37,2,59
"21st Century Schizoid Man - Including ""Mirrors""",King Crimson,hot garbage,4,1969,93,70,37,-10,56,7.38,0,59
Deeeeeeefers,Against All Logic,hot garbage,4,2020,120,70,63,-5,30,5.83,7,31
Tadlock's Glasses,Beastie Boys,hot garbage,4,2011,89,71,68,-7,24,2.32,1,27
Pretty Sweet,Frank Ocean,hot garbage,4,2016,154,72,20,-7,17,2.63,26,62
I Ain't Got Time!,"Tyler, The Creator",hot garbage,4,2017,109,73,55,-7,55,3.43,5,64
NEW MAGIC WAND,"Tyler, The Creator",hot garbage,4,2019,140,73,62,-5,46,3.25,10,80
Birds,Death Grips,hot garbage,4,2013,124,73,48,-4,21,4.63,68,42
MUD,Flume,hot garbage,4,2019,87,75,82,-1,72,1.48,9,42
Four Shadows,Ariel Pink,hot garbage,4,2014,146,75,35,-3,73,3.65,4,0
Beat,Dope Body,hot garbage,4,2012,139,76,40,-5,32,2.55,0,0
You Are Going to Love Me and Scream,Against All Logic,hot garbage,4,2018,125,76,76,-10,21,5.58,13,34
How Many,Iceage,hot garbage,4,2014,156,76,21,-7,49,3.35,0,0
Summertime,clipping.,hot garbage,4,2014,84,74,46,-10,74,4.03,12,0
Road Dog,Dope Body,hot garbage,4,2012,163,77,46,-6,64,5.15,2,0
Narrow With The Hall,Women,hot garbage,4,2010,110,77,35,-6,32,2.62,47,1
Click (feat. Kim Petras and Tommy Cash),Charli XCX,hot garbage,4,2019,135,78,68,-6,53,3.88,55,49
Flame Devourer,Alon Mor,hot garbage,4,2019,86,78,27,-10,8,7.02,12,0
My Machines (Featuring Gary Numan),Battles,hot garbage,4,2011,149,79,52,-7,19,3.92,0,25
Ice Cream (Featuring Matias Aguayo),Battles,hot garbage,4,2011,106,79,71,-5,54,4.62,10,36
Beach Life-In-Death,Car Seat Headrest,hot garbage,4,2018,111,79,24,-7,26,13.32,0,0
Hunger Games,Death Grips,hot garbage,4,1905,100,78,65,-4,59,2.65,0,41
Bitch Please,Death Grips,hot garbage,4,2012,116,80,44,-3,46,2.93,2,46
Wake Up,Arcade Fire,hot garbage,4,2004,139,80,25,-5,29,5.58,12,66
Kowboyz&Indians,Gonjasufi,hot garbage,4,2010,164,81,52,-7,41,2.73,8,22
Body & Blood,clipping.,hot garbage,4,2014,102,79,65,-7,22,4.47,0,0
Apostate,Swans,hot garbage,4,2012,109,82,20,-7,5,23.02,5,19
King of Carrot Flowers Pts. 2 & 3,Neutral Milk Hotel,hot garbage,4,1998,132,83,22,-5,12,3.10,5,0
Master Of Puppets (Remastered),Metallica,hot garbage,4,1986,105,83,54,-9,56,8.58,0,49
The West Is Dead,HMLTD,hot garbage,4,2020,154,83,58,-7,31,3.05,2,20
I Am Who I Am,The Books,hot garbage,4,2010,148,84,46,-8,60,3.03,6,1
Wall Street,Battles,hot garbage,4,2011,150,84,60,-7,49,5.42,0,22
Ain't it Funny,Danny Brown,hot garbage,4,2016,114,84,48,-5,20,2.95,1,58
I Don't Really Mind,Tame Impala,hot garbage,4,2010,137,84,46,-6,27,3.77,58,47
Bodys,Car Seat Headrest,hot garbage,4,2018,144,84,52,-7,25,6.78,0,0
"Damage, Inc. (Remastered)",Metallica,hot garbage,4,1986,92,85,37,-11,16,5.53,0,42
Desire Be Desire Go,Tame Impala,hot garbage,4,2010,151,85,40,-5,41,4.43,7,48
Paranoid Android,Radiohead,hot garbage,4,1997,164,85,25,-7,19,6.45,4,1
Anne Bonny,Death Grips,hot garbage,4,2013,90,85,51,-3,63,3.45,2,43
Fill the Crown,Poppy,hot garbage,4,2020,112,85,58,-5,39,3.53,0,49
Absolution,Ghost,hot garbage,4,2015,122,86,56,-5,34,4.85,0,47
Throat IV,Little Women,hot garbage,4,2010,78,87,11,-4,12,11.62,6,6
"Glassy Eyed, Dormant and Veiled",Iceage,hot garbage,4,2014,85,87,21,-5,39,4.57,9,0
Hacker,Death Grips,hot garbage,4,2012,125,88,68,-4,38,4.60,6,58
Spirit,Ghost,hot garbage,4,2015,183,88,44,-5,22,5.25,0,44
No Love,Death Grips,hot garbage,4,1905,147,88,55,-1,61,5.07,2,55
"Holland, 1945",Neutral Milk Hotel,hot garbage,4,1998,198,89,6,-4,48,3.22,4,1
Electioneering,Radiohead,hot garbage,4,1997,78,89,19,-5,33,3.85,0,0
BLOODMONEY,Poppy,hot garbage,4,2020,86,89,45,-6,16,3.05,7,60
Neolithic Fantasies,Alon Mor,hot garbage,4,2019,115,89,45,-7,4,8.45,29,0
WHAT'S GOOD,"Tyler, The Creator",hot garbage,4,2019,118,91,46,-7,45,3.43,6,67
Oxygen,Swans,hot garbage,4,2014,154,92,29,-7,19,7.98,6,33
Endors Toi,Tame Impala,hot garbage,4,2012,129,92,24,-3,33,3.12,3,56
"Long Road, No Turns",Daughters,hot garbage,4,2018,165,93,37,-6,38,5.07,0,36
From The Pinnacle To The Pit,Ghost,hot garbage,4,2015,90,93,47,-4,45,4.05,0,49
Idioteque,Radiohead,hot garbage,4,2000,138,93,62,-8,53,5.15,4,0
The Idolater,Horrendous,hot garbage,4,2018,78,93,19,-11,24,5.22,0,21
Almost Had to Start a Fight/In and Out of Patience,Parquet Courts,hot garbage,4,2018,93,94,41,-3,82,3.25,11,0
Whatever I Want (Fuck Who's Watching),Death Grips,hot garbage,4,2013,131,94,22,-3,10,6.63,4,38
Unsilent Death,Nails,hot garbage,4,2010,84,94,29,-6,15,2.72,0,0
Your God,Nails,hot garbage,4,2010,103,95,15,-5,7,0.58,0,0
Say It,Beastie Boys,hot garbage,4,2011,178,95,51,-3,51,3.43,1,31
Devotion (Blood for Ink),Horrendous,hot garbage,4,2018,166,95,20,-10,19,6.42,0,18
Neighborhood #3 (Power Out),Arcade Fire,hot garbage,4,2004,120,95,52,-5,64,5.22,0,51
Infection Defective,Melt-Banana,hot garbage,4,2013,180,96,19,-4,42,4.18,0,28
"Red Data, Red Stage",Melt-Banana,hot garbage,4,2013,127,96,55,-5,31,1.70,0,21
Television,IDLES,hot garbage,4,2018,105,96,43,-4,14,3.22,0,40
6 day working week is a pain,Otoboke Beaver,hot garbage,4,2019,153,96,43,-2,49,2.80,14,28
High Way,Dope Body,hot garbage,4,2012,84,97,43,-4,44,2.47,0,0
Great,IDLES,hot garbage,4,2018,108,99,40,-3,24,2.73,0,37
Arp II: Float Away,Dan Deacon,hot garbage,4,2020,181,99,34,-6,7,3.72,0,27
Lie Lied Lies,Melt-Banana,hot garbage,4,2013,117,99,26,-6,25,2.07,0,24
Get Got,Death Grips,hot garbage,4,2012,87,99,57,-4,41,2.87,1,62
Throat I,Little Women,hot garbage,4,2010,86,99,22,-2,3,4.82,8,8
What do you mean you have talk to me at this late date?,Otoboke Beaver,hot garbage,4,2019,161,100,35,-2,16,1.90,4,28
Stoned Again,King Krule,hot garbage,4,2020,147,61,40,-7,8,3.43,19,0
Vertigo,Deafheaven,hot garbage,4,2013,123,81,18,-5,18,14.62,0,36
Sunbather,Deafheaven,hot garbage,4,2013,155,80,11,-5,11,10.28,0,41
Please Remember,Deafheaven,hot garbage,4,2013,115,58,22,-12,3,6.43,59,35
I Need Help Immediately,100 gecs,hot garbage,4,2019,92,32,73,-9,35,1.37,19,45
money machine,100 gecs,hot garbage,4,2019,99,66,68,-7,75,1.90,23,69
gec 2 Ü,100 gecs,hot garbage,4,2019,170,72,52,-9,65,3.30,7,51
Bodysnatchers,Radiohead,hot garbage,4,2007,167,98,34,-5,73,4.03,0,0
A Remedy and a Fever,Altar Of Plagues,hot garbage,4,2013,86,50,22,-9,10,8.73,1,14
Scald Scar of Water,Altar Of Plagues,hot garbage,4,2013,180,74,13,-7,16,6.92,0,12
Reflection Pulse Remains,Altar Of Plagues,hot garbage,4,2013,148,84,22,-7,22,6.30,0,13
Power For Power,Swans,hot garbage,4,1983,88,98,38,-6,4,5.87,0,23
Weakling,Swans,hot garbage,4,1983,65,94,22,-7,10,5.35,0,21
Gang,Swans,hot garbage,4,1983,87,92,31,-9,13,3.30,0,16
Why Hide,Swans,hot garbage,4,2015,85,93,25,-8,7,5.83,0,12
Heaven,Swans,hot garbage,4,2015,90,24,17,-11,6,4.92,0,7
Up My Sleeves,Death Grips,hot garbage,4,2015,73,85,25,-3,23,5.28,9,44
Beyond Alive,Death Grips,hot garbage,4,2015,139,99,32,-3,13,6.13,17,36
Why A Bitch Gotta Lie,Death Grips,hot garbage,4,2015,135,96,30,-5,15,4.67,5,38
Beautiful Child,Swans,hot garbage,4,2003,86,94,39,-9,9,4.87,7,8
Trust Me,Swans,hot garbage,4,2003,115,77,50,-12,15,4.98,2,7
Like a Drug (Sha La La La),Swans,hot garbage,4,2003,145,69,54,-10,37,5.57,0,8
I Want You to Suffer,Cindy Lee,hot garbage,4,2020,69,74,6,-7,24,7.63,6,27
I'll Cry For You,Swans,hot garbage,4,2000,103,53,51,-10,8,5.68,47,3
JUNKY,BROCKHAMPTON,hot garbage,4,2017,82,66,64,-5,68,4.15,32,52
右脳左脳,tricot,hot garbage,4,2020,120,86,57,-3,64,3.45,1,33
Territorial Pissings,Nirvana,hot garbage,4,1991,183,98,28,-4,11,2.38,0,58
Stay Away,Nirvana,hot garbage,4,1991,165,98,37,-5,21,3.52,0,58
"Endless, Nameless",Nirvana,hot garbage,4,1991,132,96,27,-6,6,6.72,0,51
Breed,Nirvana,hot garbage,4,1991,158,97,26,-5,26,3.07,0,62
BOOGIE,BROCKHAMPTON,hot garbage,4,2017,110,93,60,-3,28,3.22,1,64
Doorman,slowthai,hot garbage,4,2019,87,89,67,-7,29,3.07,19,1
I Bleed,Pixies,hot garbage,4,1989,171,52,49,-13,76,2.58,0,0
Stay Out Here,The Knife,hot garbage,4,2013,127,75,64,-8,24,10.70,0,12
Medicine Burn,Yves Tumor,hot garbage,4,2020,156,86,43,-7,55,4.08,0,44
Newspaper,Fiona Apple,hot garbage,4,2020,138,72,50,-7,58,5.53,40,45
PLEASE BE NICE,Black Dresses,hot garbage,4,2020,120,98,53,0,25,3.07,10,0
DISTRICT,BROCKHAMPTON,hot garbage,4,2018,123,74,66,-7,52,3.53,5,51
anthems,Charli XCX,hot garbage,4,2020,150,87,64,-4,39,2.87,0,53
forever,Charli XCX,hot garbage,4,2020,87,93,58,-3,46,4.07,58,56
Power and Sacrifice,Swans,hot garbage,4,2015,124,99,42,-6,12,5.60,0,22
Why Are We Alive,Swans,hot garbage,4,2015,119,80,46,-8,34,6.00,0,16
Miracle of Love,Swans,hot garbage,4,2015,126,58,26,-9,13,6.72,2,16
안드로메다 Andromeda,Mukimukimanmansu,hot garbage,4,2012,161,80,48,-4,93,1.53,10,18
남산타워 Namsan Tower,Mukimukimanmansu,hot garbage,4,2012,156,97,65,-3,96,1.57,50,10
투쟁과 다이어트 Struggle and Diet,Mukimukimanmansu,hot garbage,4,2012,165,87,56,-3,61,1.75,6,9
Ring A Bell,Death Grips,hot garbage,4,2016,107,98,64,-4,31,2.43,9,46
Hot Head,Death Grips,hot garbage,4,2016,126,97,41,-5,38,4.30,1,44
Trash,Death Grips,hot garbage,4,2016,150,87,36,-5,33,2.87,0,40
On Sight,Kanye West,hot garbage,4,2013,102,47,61,-3,52,2.60,49,66
Mr Suit - 2006 Remastered Version,Wire,hot garbage,4,1977,119,94,61,-6,96,1.42,20,31
Strange - 2006 Remastered Version,Wire,hot garbage,4,1977,102,56,55,-10,83,3.98,37,40
